Throughput: 38.48
[2025-04-14 17:16:00.400] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 3496.704 mW, VDD_SOC: 2133.568 mW,
[2025-04-14 17:16:00.787] VDD_IN: 10064.000 mW, VDD_CPU_GPU_CV: 3571.392 mW, VDD_SOC: 2697.152 mW,
[2025-04-14 17:16:01.162] VDD_IN: 10104.256 mW, VDD_CPU_GPU_CV: 3577.088 mW, VDD_SOC: 2495.872 mW,
[2025-04-14 17:16:01.544] VDD_IN: 9580.928 mW, VDD_CPU_GPU_CV: 3456.512 mW, VDD_SOC: 2294.592 mW,
[2025-04-14 17:16:01.930] VDD_IN: 9419.904 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2173.824 mW,
[2025-04-14 17:16:02.310] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 3496.704 mW, VDD_SOC: 2173.824 mW,
[2025-04-14 17:16:02.693] VDD_IN: 9540.672 mW, VDD_CPU_GPU_CV: 3496.704 mW, VDD_SOC: 2173.824 mW,
[2025-04-14 17:16:03.078] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 3496.704 mW, VDD_SOC: 2173.824 mW,
[2025-04-14 17:16:03.466] VDD_IN: 9339.392 mW, VDD_CPU_GPU_CV: 3416.320 mW, VDD_SOC: 2133.568 mW,
[2025-04-14 17:16:03.852] VDD_IN: 9258.880 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2133.568 mW,
[2025-04-14 17:16:04.236] VDD_IN: 9299.136 mW, VDD_CPU_GPU_CV: 3416.320 mW, VDD_SOC: 2133.568 mW,
[2025-04-14 17:16:04.621] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 3456.512 mW, VDD_SOC: 2133.568 mW,
[2025-04-14 17:16:05.005] VDD_IN: 9299.136 mW, VDD_CPU_GPU_CV: 3416.320 mW, VDD_SOC: 2133.568 mW,
[2025-04-14 17:16:05.387] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 3536.896 mW, VDD_SOC: 2334.848 mW,
[2025-04-14 17:16:05.768] VDD_IN: 9661.440 mW, VDD_CPU_GPU_CV: 3536.896 mW, VDD_SOC: 2254.336 mW,
[2025-04-14 17:16:06.149] VDD_IN: 9580.928 mW, VDD_CPU_GPU_CV: 3496.704 mW, VDD_SOC: 2173.824 mW,
[2025-04-14 17:16:06.534] VDD_IN: 9621.184 mW, VDD_CPU_GPU_CV: 3536.896 mW, VDD_SOC: 2173.824 mW,
[2025-04-14 17:16:06.918] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 3496.704 mW, VDD_SOC: 2173.824 mW,
[2025-04-14 17:16:07.303] VDD_IN: 9379.648 mW, VDD_CPU_GPU_CV: 3416.320 mW, VDD_SOC: 2133.568 mW,
[2025-04-14 17:16:07.686] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 3456.512 mW, VDD_SOC: 2173.824 mW,
[2025-04-14 17:16:08.075] VDD_IN: 9299.136 mW, VDD_CPU_GPU_CV: 3416.320 mW, VDD_SOC: 2133.568 mW,
[2025-04-14 17:16:08.459] VDD_IN: 9258.880 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 2133.568 mW,
[2025-04-14 17:16:08.849] VDD_IN: 9540.672 mW, VDD_CPU_GPU_CV: 3536.896 mW, VDD_SOC: 2173.824 mW,
[2025-04-14 17:16:09.235] VDD_IN: 9621.184 mW, VDD_CPU_GPU_CV: 3536.896 mW, VDD_SOC: 2173.824 mW,
